,YEAR,STATE,CONSTITUENCY,PARTY,% of VOTES SECURED
453,1989,BIHAR,JHANJHARPUR,IND,0.06
454,1989,BIHAR,JHANJHARPUR,IND,0.05
455,1989,BIHAR,JHANJHARPUR,IND,0.05
456,1989,BIHAR,JHANJHARPUR,IND,0.04
457,1989,BIHAR,DARBHANGA,JD,55.01
458,1989,BIHAR,DARBHANGA,INC,42.91
459,1989,BIHAR,DARBHANGA,(JP),0.55
460,1989,BIHAR,DARBHANGA,IND,0.43
461,1989,BIHAR,DARBHANGA,IND,0.14
462,1989,BIHAR,DARBHANGA,DDP,0.13
463,1989,BIHAR,DARBHANGA,IND,0.1
464,1989,BIHAR,DARBHANGA,IND,0.08
465,1989,BIHAR,DARBHANGA,IND,0.08
466,1989,BIHAR,DARBHANGA,IND,0.08
467,1989,BIHAR,DARBHANGA,(B),0.07
468,1989,BIHAR,DARBHANGA,IND,0.06
469,1989,BIHAR,DARBHANGA,IND,0.06
470,1989,BIHAR,DARBHANGA,IND,0.05
471,1989,BIHAR,DARBHANGA,IND,0.05
472,1989,BIHAR,DARBHANGA,IND,0.04
473,1989,BIHAR,DARBHANGA,IND,0.04
474,1989,BIHAR,DARBHANGA,IND,0.04
475,1989,BIHAR,DARBHANGA,IND,0.02
476,1989,BIHAR,DARBHANGA,IND,0.02
477,1989,BIHAR,DARBHANGA,IND,0.02
478,1989,BIHAR,DARBHANGA,IND,0.01
479,1989,BIHAR,ROSERA (SC),JD,63.62
480,1989,BIHAR,ROSERA (SC),INC,30.63
481,1989,BIHAR,ROSERA (SC),IND,2.96
482,1989,BIHAR,ROSERA (SC),IND,0.82
483,1989,BIHAR,ROSERA (SC),DDP,0.56
484,1989,BIHAR,ROSERA (SC),(B),0.49
485,1989,BIHAR,ROSERA (SC),IND,0.22
486,1989,BIHAR,ROSERA (SC),IND,0.22
487,1989,BIHAR,ROSERA (SC),IND,0.16
488,1989,BIHAR,ROSERA (SC),IND,0.16
489,1989,BIHAR,ROSERA (SC),IND,0.15
490,1989,BIHAR,SAMASTIPUR,JD,64.96
491,1989,BIHAR,SAMASTIPUR,INC,30.76
492,1989,BIHAR,SAMASTIPUR,(B),1.28
493,1989,BIHAR,SAMASTIPUR,IND,0.78
494,1989,BIHAR,SAMASTIPUR,IND,0.35
495,1989,BIHAR,SAMASTIPUR,DDP,0.22
496,1989,BIHAR,SAMASTIPUR,IND,0.17
497,1989,BIHAR,SAMASTIPUR,IND,0.16
498,1989,BIHAR,SAMASTIPUR,IND,0.15
499,1989,BIHAR,SAMASTIPUR,IND,0.15
500,1989,BIHAR,SAMASTIPUR,IND,0.14
501,1989,BIHAR,SAMASTIPUR,IND,0.13
502,1989,BIHAR,SAMASTIPUR,IND,0.09
503,1989,BIHAR,SAMASTIPUR,IND,0.08
504,1989,BIHAR,SAMASTIPUR,IND,0.08
505,1989,BIHAR,SAMASTIPUR,IND,0.08
506,1989,BIHAR,SAMASTIPUR,IND,0.08
507,1989,BIHAR,SAMASTIPUR,IND,0.08
508,1989,BIHAR,SAMASTIPUR,IND,0.06
509,1989,BIHAR,SAMASTIPUR,IND,0.06
510,1989,BIHAR,SAMASTIPUR,IND,0.06
511,1989,BIHAR,SAMASTIPUR,IND,0.06
512,1989,BIHAR,SAMASTIPUR,IND,0.03
513,1989,BIHAR,BARH,JD,53.0
514,1989,BIHAR,BARH,INC,41.74
515,1989,BIHAR,BARH,BJP,3.94
516,1989,BIHAR,BARH,(JP),0.21
517,1989,BIHAR,BARH,IND,0.14
518,1989,BIHAR,BARH,DDP,0.12
519,1989,BIHAR,BARH,IND,0.12
520,1989,BIHAR,BARH,IND,0.1
521,1989,BIHAR,BARH,IND,0.1
522,1989,BIHAR,BARH,IND,0.08
523,1989,BIHAR,BARH,BKS,0.05
524,1989,BIHAR,BARH,IND,0.05
525,1989,BIHAR,BARH,IND,0.05
526,1989,BIHAR,BARH,IND,0.04
527,1989,BIHAR,BARH,IND,0.04
528,1989,BIHAR,BARH,IND,0.03
529,1989,BIHAR,BARH,IND,0.03
530,1989,BIHAR,BARH,IND,0.03
531,1989,BIHAR,BARH,IND,0.03
532,1989,BIHAR,BARH,IND,0.02
533,1989,BIHAR,BARH,IND,0.02
534,1989,BIHAR,BARH,(B),0.02
535,1989,BIHAR,BARH,IND,0.02
536,1989,BIHAR,BARH,IND,0.01
537,1989,BIHAR,BALIA,CPI,63.36
538,1989,BIHAR,BALIA,INC,31.82
539,1989,BIHAR,BALIA,(B),1.55
540,1989,BIHAR,BALIA,IND,0.77
541,1989,BIHAR,BALIA,DDP,0.71
542,1989,BIHAR,BALIA,IND,0.64
543,1989,BIHAR,BALIA,IND,0.6
544,1989,BIHAR,BALIA,BJS,0.55
545,1989,BIHAR,SAHARSA,JD,66.12
546,1989,BIHAR,SAHARSA,INC,29.67
547,1989,BIHAR,SAHARSA,BJP,2.28
548,1989,BIHAR,SAHARSA,IND,0.46
549,1989,BIHAR,SAHARSA,DDP,0.46
550,1989,BIHAR,SAHARSA,IND,0.22
551,1989,BIHAR,SAHARSA,IND,0.21
552,1989,BIHAR,SAHARSA,IND,0.21
553,1989,BIHAR,SAHARSA,IND,0.13
554,1989,BIHAR,SAHARSA,IND,0.09
555,1989,BIHAR,SAHARSA,IND,0.08
556,1989,BIHAR,SAHARSA,IND,0.07
557,1989,BIHAR,MADHEPURA,JD,68.05
558,1989,BIHAR,MADHEPURA,INC,23.93
559,1989,BIHAR,MADHEPURA,IND,6.68
560,1989,BIHAR,MADHEPURA,IND,0.51
561,1989,BIHAR,MADHEPURA,IND,0.48
562,1989,BIHAR,MADHEPURA,IND,0.34
563,1989,BIHAR,ARARIA (SC),JD,44.09
564,1989,BIHAR,ARARIA (SC),INC,31.05
565,1989,BIHAR,ARARIA (SC),IND,16.09
566,1989,BIHAR,ARARIA (SC),IND,1.85
567,1989,BIHAR,ARARIA (SC),IND,1.85
568,1989,BIHAR,ARARIA (SC),IND,1.37
569,1989,BIHAR,ARARIA (SC),IND,1.21
570,1989,BIHAR,ARARIA (SC),IND,0.83
571,1989,BIHAR,ARARIA (SC),IND,0.73
572,1989,BIHAR,ARARIA (SC),DDP,0.5
573,1989,BIHAR,ARARIA (SC),IND,0.26
574,1989,BIHAR,ARARIA (SC),IND,0.17
575,1989,BIHAR,KISHANGANJ,INC,32.53
576,1989,BIHAR,KISHANGANJ,IND,27.8
577,1989,BIHAR,KISHANGANJ,JD,25.51
578,1989,BIHAR,KISHANGANJ,(JP),10.15
579,1989,BIHAR,KISHANGANJ,IND,2.51
580,1989,BIHAR,KISHANGANJ,IND,0.58
581,1989,BIHAR,KISHANGANJ,DDP,0.45
582,1989,BIHAR,KISHANGANJ,IND,0.33
583,1989,BIHAR,KISHANGANJ,IND,0.15
584,1989,BIHAR,PURNEA,JD,31.55
585,1989,BIHAR,PURNEA,CPM,21.83
586,1989,BIHAR,PURNEA,BJP,20.93
587,1989,BIHAR,PURNEA,INC,20.34
588,1989,BIHAR,PURNEA,IND,1.03
589,1989,BIHAR,PURNEA,IND,0.86
590,1989,BIHAR,PURNEA,(JP),0.82
591,1989,BIHAR,PURNEA,DDP,0.51
592,1989,BIHAR,PURNEA,IND,0.4
593,1989,BIHAR,PURNEA,IND,0.3
594,1989,BIHAR,PURNEA,IND,0.27
595,1989,BIHAR,PURNEA,IND,0.23
596,1989,BIHAR,PURNEA,IND,0.18
597,1989,BIHAR,PURNEA,IND,0.16
598,1989,BIHAR,PURNEA,IND,0.14
599,1989,BIHAR,PURNEA,IND,0.12
600,1989,BIHAR,PURNEA,IND,0.12
601,1989,BIHAR,PURNEA,IND,0.12
602,1989,BIHAR,PURNEA,IND,0.08
603,1989,BIHAR,KATIHAR,JD,54.71
604,1989,BIHAR,KATIHAR,INC,38.05
605,1989,BIHAR,KATIHAR,IND,4.33
606,1989,BIHAR,KATIHAR,IND,0.56
607,1989,BIHAR,KATIHAR,IND,0.43
608,1989,BIHAR,KATIHAR,IND,0.31
609,1989,BIHAR,KATIHAR,IND,0.28
610,1989,BIHAR,KATIHAR,IND,0.23
611,1989,BIHAR,KATIHAR,IND,0.2
612,1989,BIHAR,KATIHAR,IND,0.17
613,1989,BIHAR,KATIHAR,IND,0.15
614,1989,BIHAR,KATIHAR,IND,0.15
615,1989,BIHAR,KATIHAR,IND,0.14
616,1989,BIHAR,KATIHAR,IND,0.1
617,1989,BIHAR,KATIHAR,IND,0.09
618,1989,BIHAR,KATIHAR,IND,0.06
619,1989,BIHAR,KATIHAR,IND,0.04
620,1989,BIHAR,RAJMAHAL (ST),JMM,58.11
621,1989,BIHAR,RAJMAHAL (ST),IND,21.66
622,1989,BIHAR,RAJMAHAL (ST),INC,17.1
623,1989,BIHAR,RAJMAHAL (ST),IND,1.36
624,1989,BIHAR,RAJMAHAL (ST),HJD,0.82
625,1989,BIHAR,RAJMAHAL (ST),DDP,0.7
626,1989,BIHAR,RAJMAHAL (ST),IND,0.25
627,1989,BIHAR,DUMKA (ST),JMM,60.97
628,1989,BIHAR,DUMKA (ST),INC,33.97
629,1989,BIHAR,DUMKA (ST),IND,1.53
630,1989,BIHAR,DUMKA (ST),IND,0.74
631,1989,BIHAR,DUMKA (ST),DDP,0.73
632,1989,BIHAR,DUMKA (ST),HJD,0.72
633,1989,BIHAR,DUMKA (ST),PHJ,0.71
634,1989,BIHAR,DUMKA (ST),IND,0.63
635,1989,BIHAR,GODDA,BJP,54.24
636,1989,BIHAR,GODDA,JMM,22.3
637,1989,BIHAR,GODDA,INC,21.21
638,1989,BIHAR,GODDA,(JP),0.47
639,1989,BIHAR,GODDA,IND,0.35
640,1989,BIHAR,GODDA,IND,0.34
641,1989,BIHAR,GODDA,IND,0.32
642,1989,BIHAR,GODDA,AMB,0.3
643,1989,BIHAR,GODDA,DDP,0.25
644,1989,BIHAR,GODDA,IND,0.12
645,1989,BIHAR,GODDA,IND,0.1
646,1989,BIHAR,BANKA,JD,69.97
647,1989,BIHAR,BANKA,INC,28.98
648,1989,BIHAR,BANKA,IND,0.55
649,1989,BIHAR,BANKA,SOP(L),0.5
650,1989,BIHAR,BHAGALPUR,JD,81.53
651,1989,BIHAR,BHAGALPUR,INC,16.72
652,1989,BIHAR,BHAGALPUR,IND,0.65
653,1989,BIHAR,BHAGALPUR,IND,0.59
654,1989,BIHAR,BHAGALPUR,IND,0.51
655,1989,BIHAR,KHAGARIA,JD,51.69
656,1989,BIHAR,KHAGARIA,INC,28.23
657,1989,BIHAR,KHAGARIA,BJP,16.44
658,1989,BIHAR,KHAGARIA,IND,1.6
659,1989,BIHAR,KHAGARIA,IND,0.63
660,1989,BIHAR,KHAGARIA,IND,0.36
661,1989,BIHAR,KHAGARIA,IND,0.25
662,1989,BIHAR,KHAGARIA,IND,0.23
663,1989,BIHAR,KHAGARIA,IND,0.23
664,1989,BIHAR,KHAGARIA,IND,0.16
665,1989,BIHAR,KHAGARIA,IND,0.11
666,1989,BIHAR,KHAGARIA,IND,0.08
667,1989,BIHAR,MONGHYR,JD,40.24
668,1989,BIHAR,MONGHYR,INC,32.29
669,1989,BIHAR,MONGHYR,CPI,24.62
670,1989,BIHAR,MONGHYR,IND,2.02
671,1989,BIHAR,MONGHYR,IND,0.2
672,1989,BIHAR,MONGHYR,IND,0.17
673,1989,BIHAR,MONGHYR,IND,0.14
674,1989,BIHAR,MONGHYR,IND,0.1
675,1989,BIHAR,MONGHYR,DDP,0.07
676,1989,BIHAR,MONGHYR,IND,0.05
677,1989,BIHAR,MONGHYR,IND,0.05
678,1989,BIHAR,MONGHYR,IND,0.04
679,1989,BIHAR,BEGUSARAI,JD,55.25
680,1989,BIHAR,BEGUSARAI,INC,42.88
681,1989,BIHAR,BEGUSARAI,(B),0.4
682,1989,BIHAR,BEGUSARAI,IND,0.37
683,1989,BIHAR,BEGUSARAI,IND,0.32
684,1989,BIHAR,BEGUSARAI,DDP,0.3
685,1989,BIHAR,BEGUSARAI,IND,0.28
686,1989,BIHAR,BEGUSARAI,BJS,0.2
687,1989,BIHAR,NALANDA,INC,36.72
688,1989,BIHAR,NALANDA,CPI,35.11
689,1989,BIHAR,NALANDA,BJP,17.17
690,1989,BIHAR,NALANDA,IPF,9.53
691,1989,BIHAR,NALANDA,IND,0.39
692,1989,BIHAR,NALANDA,DDP,0.27
693,1989,BIHAR,NALANDA,IND,0.18
694,1989,BIHAR,NALANDA,IND,0.14
695,1989,BIHAR,NALANDA,(JP),0.12
696,1989,BIHAR,NALANDA,IND,0.11
697,1989,BIHAR,NALANDA,IND,0.08
698,1989,BIHAR,NALANDA,IND,0.07
699,1989,BIHAR,NALANDA,(B),0.07
700,1989,BIHAR,NALANDA,IND,0.04
701,1989,BIHAR,PATNA,BJP,30.2
702,1989,BIHAR,PATNA,INC,26.73
703,1989,BIHAR,PATNA,CPI,24.98
704,1989,BIHAR,PATNA,IPF,8.52
705,1989,BIHAR,PATNA,JD,7.26
706,1989,BIHAR,PATNA,IND,0.4
707,1989,BIHAR,PATNA,IND,0.3
708,1989,BIHAR,PATNA,DDP,0.21
709,1989,BIHAR,PATNA,IND,0.2
710,1989,BIHAR,PATNA,IND,0.12
711,1989,BIHAR,PATNA,(JP),0.1
712,1989,BIHAR,PATNA,SUC,0.09
713,1989,BIHAR,PATNA,(B),0.08
714,1989,BIHAR,PATNA,IND,0.08
715,1989,BIHAR,PATNA,IND,0.07
716,1989,BIHAR,PATNA,IND,0.07
717,1989,BIHAR,PATNA,IND,0.06
718,1989,BIHAR,PATNA,BJS,0.06
719,1989,BIHAR,PATNA,IND,0.05
720,1989,BIHAR,PATNA,IND,0.05
721,1989,BIHAR,PATNA,IND,0.05
722,1989,BIHAR,PATNA,IND,0.04
723,1989,BIHAR,PATNA,IND,0.03
724,1989,BIHAR,PATNA,IND,0.03
725,1989,BIHAR,PATNA,IND,0.03
726,1989,BIHAR,PATNA,IND,0.03
727,1989,BIHAR,PATNA,IND,0.03
728,1989,BIHAR,PATNA,BLKD,0.02
729,1989,BIHAR,PATNA,IND,0.02
730,1989,BIHAR,PATNA,IND,0.02
731,1989,BIHAR,PATNA,IND,0.02
732,1989,BIHAR,PATNA,IND,0.01
733,1989,BIHAR,PATNA,IND,0.01
734,1989,BIHAR,ARRAH,IPF,32.65
735,1989,BIHAR,ARRAH,JD,29.64
736,1989,BIHAR,ARRAH,INC,22.97
737,1989,BIHAR,ARRAH,BJP,9.94
738,1989,BIHAR,ARRAH,(B),1.72
739,1989,BIHAR,ARRAH,SSD,0.48
740,1989,BIHAR,ARRAH,IND,0.31
741,1989,BIHAR,ARRAH,IND,0.27
742,1989,BIHAR,ARRAH,IND,0.25
743,1989,BIHAR,ARRAH,IND,0.22
744,1989,BIHAR,ARRAH,DDP,0.2
745,1989,BIHAR,ARRAH,IND,0.2
746,1989,BIHAR,ARRAH,IND,0.19
747,1989,BIHAR,ARRAH,IND,0.16
748,1989,BIHAR,ARRAH,IND,0.14
749,1989,BIHAR,ARRAH,IND,0.13
750,1989,BIHAR,ARRAH,IND,0.12
751,1989,BIHAR,ARRAH,(JP),0.12
752,1989,BIHAR,ARRAH,IND,0.11
753,1989,BIHAR,ARRAH,IND,0.09
754,1989,BIHAR,ARRAH,IND,0.09
755,1989,BIHAR,BUXAR,CPI,38.89
756,1989,BIHAR,BUXAR,BJP,32.06
757,1989,BIHAR,BUXAR,INC,25.73
758,1989,BIHAR,BUXAR,BKUS,0.64
759,1989,BIHAR,BUXAR,IND,0.35
760,1989,BIHAR,BUXAR,BSP,0.34
761,1989,BIHAR,BUXAR,IND,0.27
762,1989,BIHAR,BUXAR,(B),0.22
763,1989,BIHAR,BUXAR,IND,0.21
764,1989,BIHAR,BUXAR,IND,0.18
765,1989,BIHAR,BUXAR,(JP),0.16
766,1989,BIHAR,BUXAR,IND,0.16
767,1989,BIHAR,BUXAR,IND,0.16
768,1989,BIHAR,BUXAR,DDP,0.15
769,1989,BIHAR,BUXAR,IND,0.13
770,1989,BIHAR,BUXAR,IND,0.12
771,1989,BIHAR,BUXAR,IND,0.12
772,1989,BIHAR,BUXAR,IND,0.06
773,1989,BIHAR,BUXAR,IND,0.06
774,1989,BIHAR,SASARAM (SC),JD,57.7
775,1989,BIHAR,SASARAM (SC),INC,36.31
776,1989,BIHAR,SASARAM (SC),IPF,2.65
777,1989,BIHAR,SASARAM (SC),BSP,2.44
778,1989,BIHAR,SASARAM (SC),(B),0.41
779,1989,BIHAR,SASARAM (SC),IND,0.33
780,1989,BIHAR,SASARAM (SC),IND,0.16
781,1989,BIHAR,BIKRAMGANJ,JD,40.86
782,1989,BIHAR,BIKRAMGANJ,INC,17.45
783,1989,BIHAR,BIKRAMGANJ,IPF,16.36
784,1989,BIHAR,BIKRAMGANJ,BJP,14.63
785,1989,BIHAR,BIKRAMGANJ,(B),8.46
786,1989,BIHAR,BIKRAMGANJ,DDP,0.4
787,1989,BIHAR,BIKRAMGANJ,SOP(L),0.27
788,1989,BIHAR,BIKRAMGANJ,IND,0.22
789,1989,BIHAR,BIKRAMGANJ,IND,0.17
790,1989,BIHAR,BIKRAMGANJ,IND,0.16
791,1989,BIHAR,BIKRAMGANJ,IND,0.14
792,1989,BIHAR,BIKRAMGANJ,IND,0.14
793,1989,BIHAR,BIKRAMGANJ,IND,0.13
794,1989,BIHAR,BIKRAMGANJ,IND,0.12
795,1989,BIHAR,BIKRAMGANJ,BSP,0.11
796,1989,BIHAR,BIKRAMGANJ,IND,0.1
797,1989,BIHAR,BIKRAMGANJ,IND,0.1
798,1989,BIHAR,BIKRAMGANJ,IND,0.09
799,1989,BIHAR,BIKRAMGANJ,IND,0.09
800,1989,BIHAR,AURANGABAD,JD,47.67
801,1989,BIHAR,AURANGABAD,INC,37.58
802,1989,BIHAR,AURANGABAD,IPF,13.12
803,1989,BIHAR,AURANGABAD,SSD,0.34
804,1989,BIHAR,AURANGABAD,DDP,0.31
805,1989,BIHAR,AURANGABAD,IND,0.28
806,1989,BIHAR,AURANGABAD,IND,0.28
807,1989,BIHAR,AURANGABAD,IND,0.27
808,1989,BIHAR,AURANGABAD,IND,0.14
809,1989,BIHAR,JAHANABAD,CPI,41.57
810,1989,BIHAR,JAHANABAD,INC,31.0
811,1989,BIHAR,JAHANABAD,IPF,23.08
812,1989,BIHAR,JAHANABAD,SSD,2.57
813,1989,BIHAR,JAHANABAD,IND,0.19
814,1989,BIHAR,JAHANABAD,BJS,0.18
815,1989,BIHAR,JAHANABAD,DDP,0.17
816,1989,BIHAR,JAHANABAD,IND,0.16
817,1989,BIHAR,JAHANABAD,IND,0.14
818,1989,BIHAR,JAHANABAD,IND,0.13
819,1989,BIHAR,JAHANABAD,IND,0.1
820,1989,BIHAR,JAHANABAD,IND,0.1
821,1989,BIHAR,JAHANABAD,IND,0.1
822,1989,BIHAR,JAHANABAD,IND,0.09
823,1989,BIHAR,JAHANABAD,IND,0.08
824,1989,BIHAR,JAHANABAD,IND,0.06
825,1989,BIHAR,JAHANABAD,IND,0.06
826,1989,BIHAR,JAHANABAD,IND,0.05
827,1989,BIHAR,JAHANABAD,(JP),0.05
828,1989,BIHAR,JAHANABAD,IND,0.04
829,1989,BIHAR,JAHANABAD,IND,0.04
830,1989,BIHAR,JAHANABAD,IND,0.04
831,1989,BIHAR,NAWADA (SC),CPM,47.8
832,1989,BIHAR,NAWADA (SC),BJP,24.76
833,1989,BIHAR,NAWADA (SC),INC,24.54
834,1989,BIHAR,NAWADA (SC),IND,0.76
835,1989,BIHAR,NAWADA (SC),SSD,0.63
836,1989,BIHAR,NAWADA (SC),IND,0.41
837,1989,BIHAR,NAWADA (SC),IND,0.33
838,1989,BIHAR,NAWADA (SC),IND,0.27
839,1989,BIHAR,NAWADA (SC),DDP,0.25
840,1989,BIHAR,NAWADA (SC),IND,0.13
841,1989,BIHAR,NAWADA (SC),IND,0.12
842,1989,BIHAR,GAYA (SC),JD,58.63
843,1989,BIHAR,GAYA (SC),CPI,20.63
844,1989,BIHAR,GAYA (SC),INC,18.47
845,1989,BIHAR,GAYA (SC),IND,0.8
846,1989,BIHAR,GAYA (SC),SSD,0.4
847,1989,BIHAR,GAYA (SC),IND,0.28
848,1989,BIHAR,GAYA (SC),IND,0.2
849,1989,BIHAR,GAYA (SC),DDP,0.19
850,1989,BIHAR,GAYA (SC),BJS,0.15
851,1989,BIHAR,GAYA (SC),BSP,0.14
852,1989,BIHAR,GAYA (SC),IND,0.1
853,1989,BIHAR,CHATRA,JD,49.6
854,1989,BIHAR,CHATRA,INC,32.53
855,1989,BIHAR,CHATRA,IPF,7.83
856,1989,BIHAR,CHATRA,IND,5.82
857,1989,BIHAR,CHATRA,(B),1.3
858,1989,BIHAR,CHATRA,IND,0.63
859,1989,BIHAR,CHATRA,JMM,0.51
860,1989,BIHAR,CHATRA,IND,0.37
861,1989,BIHAR,CHATRA,IND,0.27
862,1989,BIHAR,CHATRA,SSD,0.26
863,1989,BIHAR,CHATRA,IND,0.26
864,1989,BIHAR,CHATRA,DDP,0.26
865,1989,BIHAR,CHATRA,IND,0.19
866,1989,BIHAR,CHATRA,IND,0.15
867,1989,BIHAR,KODARMA,BJP,45.47
868,1989,BIHAR,KODARMA,INC,26.39
869,1989,BIHAR,KODARMA,JMM,20.71
870,1989,BIHAR,KODARMA,IND,5.74
871,1989,BIHAR,KODARMA,DDP,0.59
872,1989,BIHAR,KODARMA,IND,0.42
873,1989,BIHAR,KODARMA,IND,0.36
874,1989,BIHAR,KODARMA,IND,0.32
875,1989,BIHAR,GIRIDIH,BJP,33.92
876,1989,BIHAR,GIRIDIH,IND,32.23
877,1989,BIHAR,GIRIDIH,INC,27.56
878,1989,BIHAR,GIRIDIH,JD,5.48
879,1989,BIHAR,GIRIDIH,IND,0.49
880,1989,BIHAR,GIRIDIH,DDP,0.32
881,1989,BIHAR,DHANBAD,M-COR,38.78
882,1989,BIHAR,DHANBAD,BJP,36.65
883,1989,BIHAR,DHANBAD,INC,18.64
884,1989,BIHAR,DHANBAD,IND,0.87
885,1989,BIHAR,DHANBAD,IND,0.74
886,1989,BIHAR,DHANBAD,JMM,0.67
887,1989,BIHAR,DHANBAD,IND,0.64
888,1989,BIHAR,DHANBAD,IND,0.46
889,1989,BIHAR,DHANBAD,IND,0.29
890,1989,BIHAR,DHANBAD,IND,0.27
891,1989,BIHAR,DHANBAD,DDP,0.27
892,1989,BIHAR,DHANBAD,IND,0.26
893,1989,BIHAR,DHANBAD,IND,0.25
894,1989,BIHAR,DHANBAD,IND,0.2
895,1989,BIHAR,DHANBAD,IND,0.18
896,1989,BIHAR,DHANBAD,IND,0.17
897,1989,BIHAR,DHANBAD,IND,0.13
898,1989,BIHAR,DHANBAD,IND,0.13
899,1989,BIHAR,DHANBAD,IND,0.11
900,1989,BIHAR,DHANBAD,IND,0.11
901,1989,BIHAR,DHANBAD,IND,0.1
902,1989,BIHAR,DHANBAD,IND,0.1
903,1989,BIHAR,HAZARIBAGH,BJP,43.98
904,1989,BIHAR,HAZARIBAGH,CPI,35.79
905,1989,BIHAR,HAZARIBAGH,INC,11.59
906,1989,BIHAR,HAZARIBAGH,IPF,4.08
907,1989,BIHAR,HAZARIBAGH,IND,2.06
908,1989,BIHAR,HAZARIBAGH,DDP,0.86
909,1989,BIHAR,HAZARIBAGH,IND,0.41
910,1989,BIHAR,HAZARIBAGH,(B),0.37
911,1989,BIHAR,HAZARIBAGH,IND,0.31
912,1989,BIHAR,HAZARIBAGH,IND,0.29
913,1989,BIHAR,HAZARIBAGH,IND,0.25
914,1989,BIHAR,RANCHI,JD,35.16
915,1989,BIHAR,RANCHI,BJP,31.94
916,1989,BIHAR,RANCHI,INC,27.37
917,1989,BIHAR,RANCHI,IND,0.97
918,1989,BIHAR,RANCHI,(JP),0.85
919,1989,BIHAR,RANCHI,JKD,0.64
920,1989,BIHAR,RANCHI,DDP,0.59
921,1989,BIHAR,RANCHI,IND,0.38
922,1989,BIHAR,RANCHI,IND,0.35
923,1989,BIHAR,RANCHI,(B),0.27
924,1989,BIHAR,RANCHI,IND,0.22
925,1989,BIHAR,RANCHI,IND,0.2
926,1989,BIHAR,RANCHI,CPM,0.19
927,1989,BIHAR,RANCHI,IND,0.18
928,1989,BIHAR,RANCHI,IND,0.17
929,1989,BIHAR,RANCHI,IND,0.14
930,1989,BIHAR,RANCHI,IND,0.13
931,1989,BIHAR,RANCHI,IND,0.13
932,1989,BIHAR,RANCHI,LMS,0.12
933,1989,BIHAR,JAMSHEDPUR,JMM,27.12
934,1989,BIHAR,JAMSHEDPUR,INC,25.4
935,1989,BIHAR,JAMSHEDPUR,BJP,22.97
936,1989,BIHAR,JAMSHEDPUR,CPI,22.02
937,1989,BIHAR,JAMSHEDPUR,JKD,0.76
938,1989,BIHAR,JAMSHEDPUR,AMB,0.39
939,1989,BIHAR,JAMSHEDPUR,IND,0.33
940,1989,BIHAR,JAMSHEDPUR,IND,0.24
941,1989,BIHAR,JAMSHEDPUR,DDP,0.2
942,1989,BIHAR,JAMSHEDPUR,IND,0.19
943,1989,BIHAR,JAMSHEDPUR,IND,0.14
944,1989,BIHAR,JAMSHEDPUR,IND,0.12
945,1989,BIHAR,JAMSHEDPUR,IND,0.12
946,1989,BIHAR,SINGHBHUM (ST),INC,30.6
947,1989,BIHAR,SINGHBHUM (ST),JD,23.37
948,1989,BIHAR,SINGHBHUM (ST),JMM,23.05
949,1989,BIHAR,SINGHBHUM (ST),IND,17.19
950,1989,BIHAR,SINGHBHUM (ST),JKD,2.39
951,1989,BIHAR,SINGHBHUM (ST),IND,0.94
952,1989,BIHAR,SINGHBHUM (ST),DDP,0.67
953,1989,BIHAR,SINGHBHUM (ST),(B),0.63
954,1989,BIHAR,SINGHBHUM (ST),IND,0.56
955,1989,BIHAR,SINGHBHUM (ST),IND,0.33
956,1989,BIHAR,SINGHBHUM (ST),IND,0.27
957,1989,BIHAR,KHUNTI (ST),BJP,33.18
958,1989,BIHAR,KHUNTI (ST),JKD,32.05
959,1989,BIHAR,KHUNTI (ST),INC,28.57
960,1989,BIHAR,KHUNTI (ST),IND,2.28
961,1989,BIHAR,KHUNTI (ST),DDP,1.44
962,1989,BIHAR,KHUNTI (ST),IND,1.35
963,1989,BIHAR,KHUNTI (ST),IND,0.63
964,1989,BIHAR,KHUNTI (ST),IND,0.5
965,1989,BIHAR,LOHARDAGA (ST),INC,40.17
966,1989,BIHAR,LOHARDAGA (ST),BJP,29.59
967,1989,BIHAR,LOHARDAGA (ST),JD,18.74
968,1989,BIHAR,LOHARDAGA (ST),JMM,4.78
969,1989,BIHAR,LOHARDAGA (ST),JKD,2.42
970,1989,BIHAR,LOHARDAGA (ST),DDP,1.63
971,1989,BIHAR,LOHARDAGA (ST),IND,1.26
972,1989,BIHAR,LOHARDAGA (ST),IND,0.45
973,1989,BIHAR,LOHARDAGA (ST),IND,0.37
974,1989,BIHAR,LOHARDAGA (ST),IND,0.33
975,1989,BIHAR,LOHARDAGA (ST),IND,0.27
976,1989,BIHAR,PALAMAU (SC),JD,37.29
977,1989,BIHAR,PALAMAU (SC),BJP,28.56
978,1989,BIHAR,PALAMAU (SC),INC,23.35
979,1989,BIHAR,PALAMAU (SC),IPF,6.01
980,1989,BIHAR,PALAMAU (SC),(B),2.12
981,1989,BIHAR,PALAMAU (SC),DDP,0.98
982,1989,BIHAR,PALAMAU (SC),PBI,0.87
983,1989,BIHAR,PALAMAU (SC),IND,0.82
984,1989,GOA,PANAJI,MAG,48.69
985,1989,GOA,PANAJI,INC,42.07
986,1989,GOA,PANAJI,BSP,2.06
987,1989,GOA,PANAJI,IND,2.02
988,1989,GOA,PANAJI,CPI,1.48
989,1989,GOA,PANAJI,BJP,1.24
990,1989,GOA,PANAJI,IND,0.98
991,1989,GOA,PANAJI,IND,0.37
